Record Type,Record Name,Record Topic,Record SubTopic,Date,Start Time,TTime,CTime,End Time,ETime,Total Time,Restart-1,R1-Start Time,R1-CTime,R1-End Time,R1-ETime
Project,Root.TM-TYT,Notification,,21-Jun-2021,07:41:56 PM,00:20:00,00:06:11,07:48:07 PM,,372,,,,,
Project,Root.TM-TYT,Notification,,22-Jun-2021,09:12:43 AM,01:00:00,01:00:00,10:53:27 AM,00:06:2067,6018,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,22-Jun-2021,10:54:33 AM,00:20:00,00:13:36,11:08:13 AM,,817,,,,,
Project,Root.TM-TYT,Notification,,22-Jun-2021,11:18:06 AM,01:00:00,00:20:18,11:38:26 AM,,1219,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,22-Jun-2021,02:11:01 PM,00:20:00,00:20:00,03:23:10 PM,00:52:08,4325,,,,,
Project,Root.TM-TYT,Notification,,22-Jun-2021,03:24:53 PM,01:00:00,01:00:00,04:40:25 PM,00:15:15,4512,,,,,
Subject,Root.Science 10,LIght and Reflection,,22-Jun-2021,05:09:51 PM,01:00:00,01:00:00,06:12:46 PM,00:02:51,3771,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner,,22-Jun-2021,08:36:58 PM,00:30:00,00:30:00,01:03:30 AM,03:56:29,15982,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,23-Jun-2021,02:53:37 PM,00:30:00,00:30:00,03:51:19 PM,00:27:39,3460,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,23-Jun-2021,03:51:27 PM,01:00:00,00:36:52,04:28:21 PM,,2213,,,,,
Subject,Root,Math 10,,23-Jun-2021,05:09:01 PM,00:30:00,00:30:00,06:49:10 PM,00:34:2167,4364,,,,,
Project,Root.TM-TYT,Notification,,23-Jun-2021,06:50:23 PM,00:30:00,00:30:00,07:33:59 PM,00:13:29,2608,,,,,
ActivityClasses,ActivityClasses,Entertainment2,,23-Jun-2021,08:47:52 PM,02:00:00,00:41:38,09:29:52 PM,,2499,,,,,
Project,Root.TM-TYT,Notification,,23-Jun-2021,09:30:09 PM,00:30:00,00:30:00,11:05:05 PM,01:04:40,5677,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,23-Jun-2021,11:07:52 PM,01:00:00,00:42:03,11:49:57 PM,,2524,,,,,
Project,Root.TM-TYT,Notification,,24-Jun-2021,11:06:41 AM,01:00:00,00:25:45,12:01:30 PM,,1546,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,24-Jun-2021,12:01:41 PM,00:20:00,00:07:07,12:15:56 PM,,428,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,24-Jun-2021,12:18:53 PM,00:30:00,00:30:00,12:52:29 PM,00:03:33,2014,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,24-Jun-2021,12:52:51 PM,00:20:00,00:11:25,01:04:18 PM,,686,,,,,
Project,Root.TM-TYT,Notification,,24-Jun-2021,01:04:27 PM,00:30:00,00:30:00,01:34:48 PM,00:00:13,1814,,,,,
Project,Root.TM-TYT,Notification,,24-Jun-2021,03:56:13 PM,01:00:00,00:47:31,04:43:53 PM,,2852,,,,,
Subject,Root,Math 10,,24-Jun-2021,05:04:57 PM,00:40:00,00:40:00,06:44:47 PM,00:41:1126,4958,,,,,
Project,Root.TM-TYT,Notification,,24-Jun-2021,07:14:38 PM,00:30:00,00:30:00,07:54:25 PM,00:09:34,2375,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Dinner,Take Dinner,,24-Jun-2021,08:11:38 PM,00:30:00,00:30:00,09:44:45 PM,01:03:05,5584,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,24-Jun-2021,09:45:32 PM,01:00:00,01:00:00,11:11:24 PM,00:25:48,5148,,,,,
Project,Root.TM-TYT,Notification,,24-Jun-2021,11:24:27 PM,00:30:00,00:30:00,12:17:20 AM,00:22:44,3163,,,,,
Project,Root.TM-TYT,Notification,,25-Jun-2021,10:07:05 AM,00:30:00,00:30:00,11:41:24 AM,01:04:08,5647,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,25-Jun-2021,11:46:43 AM,00:20:00,00:16:53,12:03:37 PM,,1014,,,,,
Project,Root.TM-TYT,Python_Skill,,25-Jun-2021,12:07:23 PM,01:00:00,00:37:35,12:44:59 PM,,2256,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,25-Jun-2021,12:45:10 PM,00:30:00,00:16:21,01:01:33 PM,,982,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,25-Jun-2021,01:16:31 PM,00:30:00,00:09:38,01:26:10 PM,,579,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Take Lunch,,25-Jun-2021,01:26:18 PM,01:00:00,00:00:13,02:17:36 PM,,14,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,25-Jun-2021,02:20:53 PM,00:30:00,00:30:00,03:20:16 PM,00:29:21,3554,,,,,
Project,Root.TM-TYT,Notification,,25-Jun-2021,03:13:05 PM,00:30:00,00:07:14,03:20:21 PM,,435,,,,,
Subject,Root,Science 10,,25-Jun-2021,05:06:45 PM,00:40:00,00:40:00,06:03:43 PM,00:16:54,3414,,,,,
Subject,Root,Science 10,,25-Jun-2021,06:04:00 PM,00:30:00,00:27:59,06:50:40 PM,,1680,,,,,
Project,Root.TM-TYT,Python_Skill,,25-Jun-2021,07:12:21 PM,00:30:00,00:30:00,07:57:53 PM,00:15:30,2730,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Dinner,Take Dinner,,25-Jun-2021,08:04:46 PM,00:30:00,00:22:58,08:27:46 PM,,1379,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,25-Jun-2021,08:33:28 PM,01:00:00,00:34:15,09:07:44 PM,,2056,,,,,
Project,Root.TM-TYT,Notification,,25-Jun-2021,09:07:51 PM,01:00:00,01:00:00,10:28:44 PM,00:19:53,4792,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,25-Jun-2021,10:44:06 PM,01:00:00,01:00:00,12:04:19 AM,00:20:09,4810,,,,,
Project,Root.TM-TYT,Python_Skill,,26-Jun-2021,09:47:31 AM,00:30:00,00:27:54,10:15:26 AM,,1675,,,,,
Project,Root.TM-TYT,Python_Skill,,26-Jun-2021,10:15:47 AM,01:00:00,01:00:00,11:30:03 AM,00:14:12,4453,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,26-Jun-2021,11:43:22 AM,00:20:00,00:20:00,12:18:55 PM,00:15:31,2132,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,26-Jun-2021,12:19:14 PM,00:20:00,00:20:00,12:47:04 PM,00:07:47,1667,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Take Lunch,,26-Jun-2021,12:47:18 PM,01:00:00,01:00:00,02:30:20 PM,00:42:57,6176,,,,,
Project,Root.TM-TYT,Python_Skill,,26-Jun-2021,03:51:28 PM,00:30:00,00:15:10,04:06:39 PM,,911,,,,,
Subject,Root,Math 10,,26-Jun-2021,05:07:45 PM,00:40:00,00:40:00,06:41:00 PM,00:53:11,5589,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Dinner,Take Dinner,,26-Jun-2021,08:23:29 PM,00:30:00,00:30:00,10:02:30 PM,01:08:59,5937,,,,,
Project,Root.TM-TYT,Notification,,26-Jun-2021,10:24:08 PM,01:00:00,01:00:00,12:12:54 AM,00:48:12,6488,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,12:25:40 AM,01:00:00,00:20:19,12:46:00 AM,,1220,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,08:54:28 AM,01:00:00,01:00:00,10:32:39 AM,00:38:08,5888,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,11:38:35 AM,00:30:00,00:30:00,12:11:53 PM,00:03:14,1995,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,27-Jun-2021,12:17:43 PM,00:30:00,00:30:00,01:45:09 PM,00:57:23,5243,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,02:07:03 PM,01:00:00,00:58:36,03:05:41 PM,,3517,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,05:59:54 PM,01:00:00,01:00:00,07:34:41 PM,00:34:44,5684,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner,,27-Jun-2021,09:10:04 PM,00:30:00,00:30:00,10:31:56 PM,00:51:50,4909,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,10:32:14 PM,01:00:00,00:56:26,11:28:43 PM,,3387,,,,,
Project,Root.TM-TYT,Python_Skill,,27-Jun-2021,11:38:55 PM,00:20:00,00:18:51,11:57:47 PM,,1132,,,,,
Project,Root.TM-TYT,Python_Skill,,28-Jun-2021,09:37:14 AM,01:00:00,01:00:00,10:37:26 AM,00:00:09,3610,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Workout,,28-Jun-2021,11:07:49 AM,00:30:00,00:30:00,11:41:49 AM,00:03:57,2038,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,28-Jun-2021,11:44:02 AM,00:30:00,00:30:00,12:18:40 PM,00:04:35,2076,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Take Lunch,,28-Jun-2021,12:38:52 PM,00:30:00,00:30:00,01:46:18 PM,00:37:24,4043,,,,,
Project,Root.TM-TYT,Python_Skill,,28-Jun-2021,02:17:57 PM,01:00:00,01:00:00,04:00:23 PM,00:42:23,6142,,,,,
Subject,Root,Math 10,,28-Jun-2021,05:06:50 PM,00:40:00,00:40:00,06:52:35 PM,00:21:2667,5475,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Other,,28-Jun-2021,07:30:15 PM,01:00:00,00:46:30,08:16:48 PM,,2791,,,,,
Project,Root.TM-TYT,Python_Skill,,28-Jun-2021,09:32:23 PM,01:00:00,00:57:58,10:30:23 PM,,3479,,,,,
Project,Root.TM-TYT,Python_Skill,,28-Jun-2021,10:46:59 PM,01:00:00,00:38:00,11:25:01 PM,,2281,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,29-Jun-2021,09:39:51 AM,00:20:00,00:12:33,09:52:24 AM,,754,,,,,
Project,Root.TM-TYT,Python_Skill,,29-Jun-2021,09:52:45 AM,01:00:00,01:00:00,11:37:59 AM,00:42:22,6142,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Eat Lunch,,29-Jun-2021,01:33:33 PM,00:30:00,00:29:50,02:03:25 PM,,1791,,,,,
Project,Root.TM-TYT,Python_Skill,,29-Jun-2021,02:03:35 PM,01:00:00,00:51:46,02:55:23 PM,,3107,,,,,
Subject,Root,Math 10,,29-Jun-2021,05:02:40 PM,00:40:00,00:40:00,06:47:11 PM,00:47:1046,5283,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,29-Jun-2021,08:54:24 PM,00:30:00,00:30:00,10:39:40 PM,01:15:13,6312,,,,,
Project,Root.TM-TYT,Python_Skill,,29-Jun-2021,10:40:32 PM,00:40:00,00:00:01,10:40:34 PM,,2,,,,,
Project,Root.TM-TYT,Python_Skill,,29-Jun-2021,10:44:56 PM,01:00:00,01:00:00,11:51:12 PM,00:06:14,3974,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,30-Jun-2021,12:30:32 AM,00:30:00,00:30:00,01:44:00 AM,00:43:26,4404,,,,,
Project,Root.TM-TYT,Python_Skill,,30-Jun-2021,09:06:52 AM,01:00:00,01:00:00,10:27:51 AM,00:20:55,4856,,,,,
Project,Root.TM-TYT,Python_Skill,,30-Jun-2021,11:01:40 AM,00:30:00,00:30:00,11:52:04 AM,00:20:22,3022,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,30-Jun-2021,02:54:08 PM,00:20:00,00:20:00,03:43:25 PM,00:29:15,2955,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,30-Jun-2021,04:15:31 PM,01:00:00,00:37:14,04:52:46 PM,,2235,,,,,
Subject,Root,Math 10,,30-Jun-2021,05:16:44 PM,01:00:00,01:00:00,06:30:56 PM,00:14:07,4416,,,,,
Project,Root.TM-TYT.Python_Skill,Generators,,30-Jun-2021,07:35:12 PM,00:20:00,00:20:00,08:05:35 PM,00:10:20,1821,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Dinner,Take Dinner,,30-Jun-2021,08:05:46 PM,00:30:00,00:28:45,08:34:32 PM,,1726,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,30-Jun-2021,10:29:05 PM,00:30:00,00:30:00,12:07:17 AM,01:08:10,5888,,,,,
Project,Root.TM-TYT.Python_Skill,Generators,,30-Jun-2021,11:03:02 PM,01:00:00,01:00:00,12:07:22 AM,00:04:17,3857,,,,,
Project,Root.TM-TYT.Python_Skill,Generators,,01-Jul-2021,12:19:46 AM,01:00:00,00:40:51,01:00:38 AM,,2452,,,,,
Project,Root.TM-TYT.Python_Skill,Skill Refresh,,01-Jul-2021,08:06:40 AM,00:30:00,00:12:36,08:19:17 AM,,757,,,,,
Project,Root.TM-TYT.Python_Skill,Decorators,,01-Jul-2021,08:20:11 AM,01:00:00,00:52:35,09:12:49 AM,,3156,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,01-Jul-2021,10:18:49 AM,00:20:00,00:20:00,10:42:55 AM,00:04:04,1445,,,,,
Subject,Root.Matplotlib,Figure,,01-Jul-2021,10:46:25 AM,01:00:00,01:00:00,11:55:38 AM,00:09:00,4140,,,,,
Subject,Root.Matplotlib,Figure,,01-Jul-2021,12:24:53 PM,01:00:00,00:14:28,12:39:24 PM,,869,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Eat Lunch,,01-Jul-2021,01:42:55 PM,01:00:00,01:00:00,03:56:10 PM,01:13:12,7990,,,,,
Subject,Root.Math 10,Polynomial,,01-Jul-2021,05:13:53 PM,01:00:00,00:00:03,05:13:57 PM,,4,,,,,
Subject,Root.Matplotlib,Practice,,01-Jul-2021,07:13:34 PM,01:00:00,00:57:36,08:11:13 PM,,3457,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Dinner,Take Dinner,,01-Jul-2021,08:11:31 PM,01:00:00,00:52:41,09:04:14 PM,,3162,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,01-Jul-2021,09:09:20 PM,01:00:00,00:57:01,10:06:23 PM,,3422,,,,,
Subject,Root.Matplotlib,Practice,,01-Jul-2021,10:06:55 PM,01:00:00,01:00:00,11:51:30 PM,00:44:32,6271,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,02-Jul-2021,08:36:08 AM,00:20:00,00:20:00,09:06:17 AM,00:10:07,1808,,,,,
Subject,Root.Python Modules,BeautifulSoup,,02-Jul-2021,09:10:38 AM,01:00:00,01:00:00,10:35:59 AM,00:25:18,5118,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,02-Jul-2021,10:40:03 AM,00:30:00,00:30:00,11:26:58 AM,00:16:52,2813,,,,,
Subject,Root.Python Modules,BeautifulSoup,,02-Jul-2021,11:27:16 AM,01:00:00,00:34:27,12:01:45 PM,,2068,,,,,
Subject,Root,Matplotlib,,02-Jul-2021,12:25:01 PM,01:00:00,01:00:00,01:34:48 PM,00:09:45,4185,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,02-Jul-2021,01:39:54 PM,00:20:00,00:20:00,02:00:06 PM,00:00:10,1211,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Eat Lunch,,02-Jul-2021,02:30:10 PM,00:30:00,00:21:08,02:51:19 PM,,1269,,,,,
Subject,Root.Science 10,LIght and Reflection,,02-Jul-2021,06:13:28 PM,00:30:00,00:22:46,06:36:16 PM,,1367,,,,,
Subject,Root,Matplotlib,,03-Jul-2021,08:19:19 AM,01:00:00,01:00:00,09:26:58 AM,00:07:35,4056,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,03-Jul-2021,09:30:01 AM,01:00:00,00:00:54,09:30:55 AM,,55,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,03-Jul-2021,09:31:08 AM,00:20:00,00:14:05,09:45:14 AM,,846,,,,,
Subject,Root,Matplotlib,,03-Jul-2021,09:46:04 AM,01:00:00,01:00:00,11:02:39 AM,00:11:59,4319,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Eat Lunch,,03-Jul-2021,12:31:26 PM,00:30:00,00:30:00,05:11:53 PM,01:45:8725,8191,,,,,
Subject,Root.Science 10,LIght and Reflection,,03-Jul-2021,05:12:34 PM,01:00:00,01:00:00,08:31:02 PM,00:20:7099,4866,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,03-Jul-2021,09:19:30 PM,02:00:00,02:00:00,02:12:14 AM,02:52:39,17551,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,08:57:08 AM,01:00:00,01:00:00,10:18:20 AM,00:21:09,4869,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,04-Jul-2021,10:18:33 AM,00:20:00,00:15:24,10:33:58 AM,,925,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,10:48:55 AM,01:00:00,01:00:00,12:08:00 PM,00:19:02,4742,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,04-Jul-2021,12:08:21 PM,00:20:00,00:20:00,12:29:55 PM,00:01:32,1293,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Eat Lunch,,04-Jul-2021,12:30:14 PM,01:00:00,00:30:20,01:00:36 PM,,1821,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,01:01:15 PM,01:00:00,00:00:21,01:01:37 PM,,22,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,01:03:29 PM,01:00:00,01:00:00,02:31:03 PM,00:27:30,5250,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,02:34:40 PM,01:00:00,01:00:00,03:52:14 PM,00:17:32,4652,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,06:08:57 PM,01:00:00,01:00:00,07:26:25 PM,00:17:24,4645,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,04-Jul-2021,08:56:23 PM,01:00:00,01:00:00,10:12:09 PM,00:15:42,4543,,,,,
Subject,Root,Matplotlib,,04-Jul-2021,10:12:21 PM,01:00:00,00:21:38,10:34:00 PM,,1299,,,,,
Subject,Root.Science 10,Control and Coordinate,,04-Jul-2021,10:35:28 PM,01:00:00,01:00:00,11:51:00 PM,00:15:28,4528,,,,,
Subject,Root,Matplotlib,,05-Jul-2021,09:56:25 AM,01:00:00,01:00:00,11:03:01 AM,00:06:33,3994,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,05-Jul-2021,11:03:43 AM,00:20:00,00:15:49,11:19:33 AM,,950,,,,,
Subject,Root.Matplotlib,Practice,,05-Jul-2021,11:19:52 AM,01:00:00,00:40:08,12:00:03 PM,,2409,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,05-Jul-2021,12:08:30 PM,00:30:00,00:25:02,12:33:33 PM,,1503,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,05-Jul-2021,12:42:29 PM,00:30:00,00:26:04,01:08:34 PM,,1565,,,,,
Subject,Root.Matplotlib,Practice,,05-Jul-2021,01:10:56 PM,01:00:00,01:00:00,02:14:38 PM,00:03:39,3820,,,,,
Subject,Root.Data Science,Study,,05-Jul-2021,04:07:26 PM,00:30:00,00:11:00,04:18:27 PM,,661,,,,,
Subject,Root,Math 10,,05-Jul-2021,05:16:29 PM,01:20:00,01:05:29,06:44:30 PM,,3930,,,,,
Subject,Root.Matplotlib,Practice,,05-Jul-2021,07:00:41 PM,01:00:00,00:22:58,07:23:39 PM,,1379,,,,,
Subject,Root.Matplotlib,Practice,,05-Jul-2021,07:32:41 PM,00:30:00,00:30:00,08:36:27 PM,00:33:43,3823,,,,,
Subject,Root.Matplotlib,Practice,,06-Jul-2021,09:31:32 AM,01:00:00,01:00:00,11:02:43 AM,00:31:06,5466,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,06-Jul-2021,11:04:03 AM,00:20:00,00:15:09,11:19:13 AM,,910,,,,,
Subject,Root,Math 10,,06-Jul-2021,11:48:16 AM,00:30:00,00:19:08,12:07:26 PM,,1149,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,06-Jul-2021,12:46:44 PM,01:00:00,00:37:53,01:24:38 PM,,2274,,,,,
Subject,Root.Science 10,Control and Coordinate,,06-Jul-2021,04:31:13 PM,00:20:00,00:08:55,04:40:09 PM,,536,,,,,
Project,Root,TM-TYT,,06-Jul-2021,07:47:56 PM,00:30:00,00:30:00,08:36:52 PM,00:18:37,2896,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner,,06-Jul-2021,09:16:33 PM,00:30:00,00:30:00,11:32:27 PM,01:45:52,8150,,,,,
Subject,Root.C Language,Reading,,06-Jul-2021,11:48:39 PM,00:30:00,00:11:29,12:00:09 AM,,690,,,,,
Subject,Root.C Language,Reading,,07-Jul-2021,12:01:19 AM,00:30:00,00:30:00,12:58:47 AM,00:17:624,3404,,,,,
Subject,Root.Matplotlib,Practice,,07-Jul-2021,11:00:53 AM,01:00:00,01:00:00,12:23:21 PM,00:22:25,4945,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,07-Jul-2021,03:01:12 PM,01:00:00,00:46:31,03:47:46 PM,,2792,,,,,
Subject,Root.Math 10,Trigonometry,,07-Jul-2021,05:11:55 PM,00:50:00,00:50:00,06:44:39 PM,00:13:1779,4232,,,,,
Subject,Root,Matplotlib,,07-Jul-2021,06:45:38 PM,01:00:00,00:46:00,07:31:41 PM,,2761,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner,,07-Jul-2021,09:29:42 PM,01:00:00,00:18:10,09:47:54 PM,,1091,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Entertainment,,07-Jul-2021,09:51:27 PM,01:00:00,00:58:52,10:50:20 PM,,3533,,,,,
Subject,Root.Matplotlib,Practice,,07-Jul-2021,10:14:25 PM,00:30:00,00:30:00,10:50:25 PM,00:05:59,2159,,,,,
Subject,Root.Matplotlib,Practice,,07-Jul-2021,11:39:33 PM,00:20:00,00:20:00,11:59:48 PM,00:00:13,1214,,,,,
Subject,Root.Matplotlib,Practice,,08-Jul-2021,12:00:42 AM,01:00:00,01:00:00,01:28:36 AM,00:27:51,5271,,,,,
Subject,Root.Matplotlib,Practice,,08-Jul-2021,09:32:55 AM,01:00:00,00:45:47,10:18:44 AM,,2748,,,,,
